Binary,Real
66.9467,6.4933
36.2811,6.4933
47.5801,6.4933
33.4382,6.4933
44.5678,6.4933
30.3388,6.4933
18.8733,6.4933
33.9216,6.4933
36.4918,6.4933
33.1482,6.4933
33.1482,6.4933
30.564,6.4933
43.8747,6.4933
23.462,6.4933
46.2219,6.30776
30.3718,6.30776
35.6618,6.30776
30.9287,6.30776
34.5764,6.30776
34.7137,6.30776
34.7137,6.30776
22.8253,6.30776
36.6142,6.30776
37.1713,6.30776
48.0104,6.30776
25.8287,6.30776
37.4087,6.30776
37.4087,6.30776
33.8466,6.30776
44.3423,3.86082
41.8852,3.86082
45.3307,3.86082
28.1804,3.86082
31.2906,3.86082
28.2666,3.86082
19.4418,3.86082
14.8046,3.86082
28.5607,3.86082
44.8175,3.86082
44.8175,3.86082
26.7232,3.86082
29.6821,3.68217
30.0655,3.86082
41.8544,3.68217
42.2983,3.68217
27.9355,3.68217
32.3071,3.68217
35.2654,3.68217
30.1044,3.68217
20.121,3.68217
32.8377,3.68217
29.4195,3.68217
33.1633,3.68217
34.035,3.68217
26.7253,3.68217
27.4293,3.68217
28.6273,3.68217
35.3573,3.6038
39.0246,3.6038
25.2209,3.6038
32.0286,3.6038
32.0286,2.5117
14.6486,2.5117
17.6592,2.5117
29.8201,2.5117
30.0173,2.5117
22.1945,2.5117
22.1945,2.5117
36.4162,2.5117
31.6294,2.43333
32.3712,2.43333
32.3712,2.43333
34.4388,2.43333
23.0631,2.43333
25.4383,2.43333
35.6735,2.43333
30.5026,2.43333
31.9055,2.43333
35.67,2.43333
21.3656,2.43333
21.3656,2.43333
21.3656,2.43333
21.3656,1.00607
27.6222,1.00607
35.311,1.00607
30.2977,1.00607
27.6499,1.00607
35.4448,1.00607
35.4448,1.00607
27.5085,1.00607
14.9548,1.00607
22.7223,0.909748
18.0629,0.909748
26.9069,0.909748
26.9069,0.909748
21.5905,0.909748
34.9762,0.909748
31.4879,0.909748
24.7065,0.909748
24.7065,0.909748
21.0433,0.909748
15.6637,0.327252
24.7612,0.327252
27.4487,0.327252
25.2991,0.327252
31.0212,0.327252
23.2629,0.327252
25.9088,0.327252
24.8175,0.327252
19.9453,0.327252
14.4865,0.327252
23.5393,0.327252
22.0677,0.327252
21.2113,0.327252
15.7245,0.327252
24.1526,0.327252
19.9122,0.327252
19.9122,0.327252
19.9122,0.257321
19.9122,0.257321
26.3639,0.257321
26.3639,0.257321
21.3877,0.257321
23.8914,0.257321
24.2244,0.257321
27.4049,0.257321
28.334,0.257321
19.2151,0.257321
27.7298,0.257321
21.5311,0.257321
23.9555,0.257321
23.7528,0.257321
21.8657,0.257321
20.5095,0.257321
12.8796,0.257321
17.9268,0.257321
18.9803,0.257321
18.9803,0.257321
22.961,0.257321
25.545,0.257321
25.545,0.257321
18.7471,0.257321
24.0702,0.257321
21.4366,0.257321
21.4366,0.257321
21.6739,0.257321
27.8728,0.257321
21.7869,0.257321
21.7869,0.257321
13.7793,0.257321
25.9397,0.257321
20.6137,0.257321
21.7739,0.257321
21.7739,0.257321
16.8372,0.257321
19.5169,0.257321
11.0894,0.257321
15.1897,0.257321
24.355,0.257321
24.355,0.257321
25.8136,0.257321
26.6728,0.257321
21.2183,0.257321
16.7359,0.257321
17.281,0.257321
17.0071,0.257321
24.555,0.257321
20.1749,0.248869
19.0275,0.248869
19.0275,0.245945
20.1962,0.245945
19.1455,0.245945
14.968,0.245945
19.5313,0.245945
16.9145,0.245945
23.0294,0.245945
25.6629,0.245945
18.0418,0.245945
19.4859,0.245945
24.7823,0.240395
17.8201,0.240395
17.8201,0.240395
17.3593,0.240395
21.4129,0.237493
28.9053,0.240395
22.0182,0.237493
24.4712,0.237493
20.6934,0.237493
15.2654,0.237493
13.9625,0.237493
17.9344,0.237493
23.9444,0.237493
17.9774,0.237493
15.2365,0.237493
15.2365,0.237493
20.851,0.237493
12.2538,0.237493
12.8777,0.232833
21.8476,0.232833
21.8476,0.232833
17.7792,0.232833
20.2917,0.232833
22.2048,0.232833
11.5825,0.232833
16.3859,0.232833
21.9175,0.232833
16.9665,0.232833
21.9938,0.232833
16.4751,0.232833
22.5305,0.232833
12.6036,0.232833
19.8085,0.232833
17.1346,0.232833
20.2325,0.232833
24.798,0.232833
24.0236,0.232833
19.2055,0.232833
18.6948,0.232833
21.3652,0.232833
11.5576,0.232833
22.715,0.232833
15.6799,0.232833
15.7794,0.232833
15.7794,0.232833
9.33678,0.232833
17.1329,0.213226
11.1856,0.213226
13.1149,0.213226
15.2441,0.213226
13.6751,0.213226
18.3405,0.213226
12.4679,0.213226
